time_grain,time_period,event_type,user_title,user_segment,total_events,unique_users,unique_firms,total_documents_processed,avg_documents_per_event,avg_satisfaction_score,high_satisfaction_events,high_volume_events,satisfaction_rate_pct,high_volume_rate_pct,documents_per_user,events_per_user,week_over_week_growth_pct,satisfaction_performance,volume_performance
daily,2024-05-13,VAULT,Senior Associate,Long-term User,14,11,8,457,32.642857142857146,4.0,10,12,71.43,85.71,41.55,1.27,,,
daily,2024-05-13,WORKFLOW,Associate,Long-term User,22,17,11,84,3.8181818181818183,4.045454545454546,17,1,77.27,4.55,4.94,1.29,,,
daily,2024-05-13,WORKFLOW,Junior Associate,Long-term User,29,24,15,89,3.0689655172413794,4.172413793103448,22,3,75.86,10.34,3.71,1.21,,,
daily,2024-05-13,WORKFLOW,Partner,Long-term User,9,7,7,19,2.111111111111111,4.111111111111111,6,0,66.67,0.0,2.71,1.29,,,
daily,2024-05-13,WORKFLOW,Senior Associate,Long-term User,13,12,10,16,1.2307692307692308,4.230769230769231,10,0,76.92,0.0,1.33,1.08,,,
daily,2024-05-14,ASSISTANT,Associate,Long-term User,57,39,21,103,1.8070175438596492,4.245614035087719,50,2,87.72,3.51,2.64,1.46,,,
daily,2024-05-14,ASSISTANT,Junior Associate,Long-term User,72,51,18,96,1.3333333333333333,4.013888888888889,60,0,83.33,0.0,1.88,1.41,,,
daily,2024-05-14,ASSISTANT,Partner,Long-term User,12,7,5,15,1.25,3.75,9,0,75.0,0.0,2.14,1.71,,,
daily,2024-05-14,ASSISTANT,Senior Associate,Long-term User,25,16,11,26,1.04,4.04,18,0,72.0,0.0,1.62,1.56,,,
daily,2024-05-14,VAULT,Associate,Long-term User,42,29,19,929,22.11904761904762,4.095238095238095,33,28,78.57,66.67,32.03,1.45,,,
daily,2024-05-14,VAULT,Junior Associate,Long-term User,49,38,21,1365,27.857142857142858,4.204081632653061,40,43,81.63,87.76,35.92,1.29,,,
daily,2024-05-14,VAULT,Partner,Long-term User,13,9,9,372,28.615384615384617,3.8461538461538463,11,11,84.62,84.62,41.33,1.44,,,
daily,2024-05-14,VAULT,Senior Associate,Long-term User,11,10,8,336,30.545454545454547,3.909090909090909,9,10,81.82,90.91,33.6,1.1,,,
daily,2024-05-14,WORKFLOW,Associate,Long-term User,28,22,18,68,2.4285714285714284,4.392857142857143,25,2,89.29,7.14,3.09,1.27,,,
daily,2024-05-14,WORKFLOW,Junior Associate,Long-term User,48,36,21,59,1.2291666666666667,4.083333333333333,37,0,77.08,0.0,1.64,1.33,,,
daily,2024-05-14,WORKFLOW,Partner,Long-term User,8,5,5,9,1.125,3.875,7,0,87.5,0.0,1.8,1.6,,,
daily,2024-05-14,WORKFLOW,Senior Associate,Long-term User,10,7,5,13,1.3,4.2,8,0,80.0,0.0,1.86,1.43,,,
daily,2024-05-15,ASSISTANT,Associate,Long-term User,29,24,11,44,1.5172413793103448,4.206896551724138,22,0,75.86,0.0,1.83,1.21,,,
daily,2024-05-15,ASSISTANT,Junior Associate,Long-term User,66,47,23,140,2.121212121212121,4.2272727272727275,56,4,84.85,6.06,2.98,1.4,,,
daily,2024-05-15,ASSISTANT,Partner,Long-term User,8,4,3,11,1.375,3.25,5,0,62.5,0.0,2.75,2.0,,,
daily,2024-05-15,ASSISTANT,Senior Associate,Long-term User,20,15,12,22,1.1,4.2,17,0,85.0,0.0,1.47,1.33,,,
daily,2024-05-15,VAULT,Associate,Long-term User,35,30,15,583,16.65714285714286,4.0,29,20,82.86,57.14,19.43,1.17,,,
daily,2024-05-15,VAULT,Junior Associate,Long-term User,37,31,17,753,20.35135135135135,4.324324324324325,32,28,86.49,75.68,24.29,1.19,,,
daily,2024-05-15,VAULT,Partner,Long-term User,7,5,2,145,20.714285714285715,3.857142857142857,5,5,71.43,71.43,29.0,1.4,,,
daily,2024-05-15,VAULT,Senior Associate,Long-term User,16,15,10,423,26.4375,3.5625,10,13,62.5,81.25,28.2,1.07,,,
daily,2024-05-15,WORKFLOW,Associate,Long-term User,26,24,15,36,1.3846153846153846,4.153846153846154,20,0,76.92,0.0,1.5,1.08,,,
daily,2024-05-15,WORKFLOW,Junior Associate,Long-term User,40,32,15,107,2.675,4.15,33,4,82.5,10.0,3.34,1.25,,,
daily,2024-05-15,WORKFLOW,Partner,Long-term User,4,4,3,4,1.0,4.0,3,0,75.0,0.0,1.0,1.0,,,
daily,2024-05-15,WORKFLOW,Senior Associate,Long-term User,16,11,10,18,1.125,4.0625,13,0,81.25,0.0,1.64,1.45,,,
daily,2024-05-16,ASSISTANT,Associate,Long-term User,42,31,14,77,1.8333333333333333,4.285714285714286,37,1,88.1,2.38,2.48,1.35,,,
daily,2024-05-16,ASSISTANT,Junior Associate,Long-term User,84,66,24,143,1.7023809523809523,4.166666666666667,70,1,83.33,1.19,2.17,1.27,,,
daily,2024-05-16,ASSISTANT,Partner,Long-term User,11,6,5,15,1.3636363636363635,3.3636363636363638,7,0,63.64,0.0,2.5,1.83,,,
daily,2024-05-16,ASSISTANT,Senior Associate,Long-term User,30,21,14,47,1.5666666666666667,3.8,19,0,63.33,0.0,2.24,1.43,,,
daily,2024-05-16,VAULT,Associate,Long-term User,27,23,15,540,20.0,4.148148148148148,23,17,85.19,62.96,23.48,1.17,,,
daily,2024-05-16,VAULT,Junior Associate,Long-term User,50,40,18,1111,22.22,4.06,42,38,84.0,76.0,27.78,1.25,,,
daily,2024-05-16,VAULT,Partner,Long-term User,7,7,7,119,17.0,4.0,5,3,71.43,42.86,17.0,1.0,,,
daily,2024-05-16,VAULT,Senior Associate,Long-term User,20,14,10,404,20.2,4.1,15,17,75.0,85.0,28.86,1.43,,,
daily,2024-05-16,WORKFLOW,Associate,Long-term User,23,21,15,41,1.7826086956521738,4.434782608695652,21,0,91.3,0.0,1.95,1.1,,,
daily,2024-05-16,WORKFLOW,Junior Associate,Long-term User,55,44,20,101,1.8363636363636364,4.090909090909091,44,1,80.0,1.82,2.3,1.25,,,
daily,2024-05-16,WORKFLOW,Partner,Long-term User,8,5,4,19,2.375,4.0,6,0,75.0,0.0,3.8,1.6,,,
daily,2024-05-16,WORKFLOW,Senior Associate,Long-term User,17,12,8,95,5.588235294117647,4.352941176470588,16,3,94.12,17.65,7.92,1.42,,,
daily,2024-05-17,ASSISTANT,Associate,Long-term User,32,22,15,36,1.125,3.875,22,0,68.75,0.0,1.64,1.45,,,
daily,2024-05-17,ASSISTANT,Junior Associate,Long-term User,46,32,19,128,2.782608695652174,4.130434782608695,39,3,84.78,6.52,4.0,1.44,,,
daily,2024-05-17,ASSISTANT,Partner,Long-term User,5,5,5,8,1.6,4.2,5,0,100.0,0.0,1.6,1.0,,,
daily,2024-05-17,ASSISTANT,Senior Associate,Long-term User,25,17,13,32,1.28,3.92,18,0,72.0,0.0,1.88,1.47,,,
daily,2024-05-17,VAULT,Associate,Long-term User,29,24,10,673,23.20689655172414,4.137931034482759,26,21,89.66,72.41,28.04,1.21,,,
daily,2024-05-17,VAULT,Junior Associate,Long-term User,34,23,15,659,19.38235294117647,4.205882352941177,29,23,85.29,67.65,28.65,1.48,,,
daily,2024-05-17,VAULT,Partner,Long-term User,4,4,4,138,34.5,3.0,2,4,50.0,100.0,34.5,1.0,,,
daily,2024-05-17,VAULT,Senior Associate,Long-term User,15,10,7,415,27.666666666666668,4.266666666666667,12,12,80.0,80.0,41.5,1.5,,,
daily,2024-05-17,WORKFLOW,Associate,Long-term User,20,16,13,21,1.05,4.2,16,0,80.0,0.0,1.31,1.25,,,
daily,2024-05-17,WORKFLOW,Junior Associate,Long-term User,45,29,17,76,1.6888888888888889,4.133333333333334,36,1,80.0,2.22,2.62,1.55,,,
daily,2024-05-17,WORKFLOW,Partner,Long-term User,5,5,5,6,1.2,4.0,4,0,80.0,0.0,1.2,1.0,,,
daily,2024-05-17,WORKFLOW,Senior Associate,Long-term User,15,9,7,17,1.1333333333333333,4.266666666666667,12,0,80.0,0.0,1.89,1.67,,,
daily,2024-05-18,ASSISTANT,Associate,Long-term User,5,4,3,5,1.0,4.6,5,0,100.0,0.0,1.25,1.25,,,
daily,2024-05-18,ASSISTANT,Junior Associate,Long-term User,9,7,6,32,3.5555555555555554,4.333333333333333,8,2,88.89,22.22,4.57,1.29,,,
daily,2024-05-18,ASSISTANT,Partner,Long-term User,4,4,4,34,8.5,4.25,4,1,100.0,25.0,8.5,1.0,,,
daily,2024-05-18,ASSISTANT,Senior Associate,Long-term User,4,2,2,5,1.25,4.25,3,0,75.0,0.0,2.5,2.0,,,
daily,2024-05-18,VAULT,Associate,Long-term User,3,3,3,73,24.333333333333332,4.0,2,3,66.67,100.0,24.33,1.0,,,
daily,2024-05-18,VAULT,Junior Associate,Long-term User,6,5,5,195,32.5,4.333333333333333,5,6,83.33,100.0,39.0,1.2,,,
daily,2024-05-18,VAULT,Partner,Long-term User,1,1,1,36,36.0,5.0,1,1,100.0,100.0,36.0,1.0,,,
daily,2024-05-18,VAULT,Senior Associate,Long-term User,3,2,2,51,17.0,4.0,3,2,100.0,66.67,25.5,1.5,,,
daily,2024-05-18,WORKFLOW,Associate,Long-term User,4,4,4,4,1.0,4.0,3,0,75.0,0.0,1.0,1.0,,,
daily,2024-05-18,WORKFLOW,Junior Associate,Long-term User,4,4,3,4,1.0,4.0,3,0,75.0,0.0,1.0,1.0,,,
daily,2024-05-18,WORKFLOW,Senior Associate,Long-term User,3,2,2,3,1.0,4.0,2,0,66.67,0.0,1.5,1.5,,,
daily,2024-05-19,ASSISTANT,Associate,Long-term User,8,8,7,15,1.875,3.875,6,0,75.0,0.0,1.88,1.0,,,
daily,2024-05-19,ASSISTANT,Junior Associate,Long-term User,15,9,7,22,1.4666666666666666,4.0,12,0,80.0,0.0,2.44,1.67,,,
daily,2024-05-19,ASSISTANT,Partner,Long-term User,4,4,4,7,1.75,3.75,3,0,75.0,0.0,1.75,1.0,,,
daily,2024-05-19,ASSISTANT,Senior Associate,Long-term User,10,6,3,20,2.0,4.1,7,0,70.0,0.0,3.33,1.67,,,
daily,2024-05-19,VAULT,Associate,Long-term User,9,7,6,199,22.11111111111111,4.222222222222222,8,7,88.89,77.78,28.43,1.29,,,
daily,2024-05-19,VAULT,Junior Associate,Long-term User,11,9,7,251,22.818181818181817,4.090909090909091,9,9,81.82,81.82,27.89,1.22,,,
daily,2024-05-19,VAULT,Senior Associate,Long-term User,9,6,5,202,22.444444444444443,3.6666666666666665,7,7,77.78,77.78,33.67,1.5,,,
daily,2024-05-19,WORKFLOW,Associate,Long-term User,8,7,4,23,2.875,4.5,6,0,75.0,0.0,3.29,1.14,,,
daily,2024-05-19,WORKFLOW,Junior Associate,Long-term User,12,8,5,21,1.75,3.8333333333333335,9,0,75.0,0.0,2.62,1.5,,,
daily,2024-05-19,WORKFLOW,Partner,Long-term User,1,1,1,2,2.0,5.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-05-19,WORKFLOW,Senior Associate,Long-term User,7,4,4,7,1.0,4.142857142857143,6,0,85.71,0.0,1.75,1.75,,,
daily,2024-05-20,ASSISTANT,Associate,Long-term User,24,20,13,55,2.2916666666666665,4.625,24,2,100.0,8.33,2.75,1.2,,,
daily,2024-05-20,ASSISTANT,Junior Associate,Long-term User,47,34,15,82,1.7446808510638299,3.9361702127659575,36,1,76.6,2.13,2.41,1.38,,,
daily,2024-05-20,ASSISTANT,Partner,Long-term User,5,5,5,33,6.6,4.4,4,1,80.0,20.0,6.6,1.0,,,
daily,2024-05-20,ASSISTANT,Senior Associate,Long-term User,22,15,11,50,2.272727272727273,4.045454545454546,18,1,81.82,4.55,3.33,1.47,,,
daily,2024-05-20,VAULT,Associate,Long-term User,30,22,16,643,21.433333333333334,4.3,26,21,86.67,70.0,29.23,1.36,,,
daily,2024-05-20,VAULT,Junior Associate,Long-term User,46,38,19,913,19.847826086956523,3.847826086956522,33,30,71.74,65.22,24.03,1.21,,,
daily,2024-05-20,VAULT,Partner,Long-term User,1,1,1,25,25.0,5.0,1,1,100.0,100.0,25.0,1.0,,,
daily,2024-05-20,VAULT,Senior Associate,Long-term User,22,12,10,434,19.727272727272727,4.2727272727272725,19,18,86.36,81.82,36.17,1.83,,,
daily,2024-05-20,WORKFLOW,Associate,Long-term User,21,16,10,35,1.6666666666666667,3.8095238095238093,14,0,66.67,0.0,2.19,1.31,,,
daily,2024-05-20,WORKFLOW,Junior Associate,Long-term User,33,27,13,63,1.9090909090909092,4.090909090909091,28,0,84.85,0.0,2.33,1.22,,,
daily,2024-05-20,WORKFLOW,Partner,Long-term User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-20,WORKFLOW,Senior Associate,Long-term User,12,8,8,19,1.5833333333333333,3.9166666666666665,10,0,83.33,0.0,2.38,1.5,,,
daily,2024-05-21,ASSISTANT,Associate,Long-term User,54,38,21,80,1.4814814814814814,4.092592592592593,44,1,81.48,1.85,2.11,1.42,,,
daily,2024-05-21,ASSISTANT,Junior Associate,Long-term User,73,60,22,121,1.6575342465753424,4.136986301369863,60,1,82.19,1.37,2.02,1.22,,,
daily,2024-05-21,ASSISTANT,Partner,Long-term User,11,8,7,14,1.2727272727272727,4.454545454545454,10,0,90.91,0.0,1.75,1.38,,,
daily,2024-05-21,ASSISTANT,Senior Associate,Long-term User,32,22,12,52,1.625,4.09375,26,0,81.25,0.0,2.36,1.45,,,
daily,2024-05-21,VAULT,Associate,Long-term User,32,25,15,854,26.6875,3.875,23,28,71.88,87.5,34.16,1.28,,,
daily,2024-05-21,VAULT,Junior Associate,Long-term User,49,43,20,1111,22.6734693877551,4.408163265306122,43,38,87.76,77.55,25.84,1.14,,,
daily,2024-05-21,VAULT,Partner,Long-term User,7,7,6,144,20.571428571428573,4.571428571428571,7,5,100.0,71.43,20.57,1.0,,,
daily,2024-05-21,VAULT,Senior Associate,Long-term User,28,18,12,634,22.642857142857142,4.178571428571429,23,18,82.14,64.29,35.22,1.56,,,
daily,2024-05-21,WORKFLOW,Associate,Long-term User,33,27,18,56,1.696969696969697,4.333333333333333,31,0,93.94,0.0,2.07,1.22,,,
daily,2024-05-21,WORKFLOW,Junior Associate,Long-term User,44,37,21,86,1.9545454545454546,3.909090909090909,35,2,79.55,4.55,2.32,1.19,,,
daily,2024-05-21,WORKFLOW,Partner,Long-term User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-21,WORKFLOW,Senior Associate,Long-term User,15,14,8,33,2.2,3.933333333333333,12,1,80.0,6.67,2.36,1.07,,,
daily,2024-05-22,ASSISTANT,Associate,Long-term User,35,30,16,57,1.6285714285714286,4.2,30,0,85.71,0.0,1.9,1.17,,,
daily,2024-05-22,ASSISTANT,Junior Associate,Long-term User,64,49,24,146,2.28125,4.140625,51,3,79.69,4.69,2.98,1.31,,,
daily,2024-05-22,ASSISTANT,Partner,Long-term User,8,6,5,11,1.375,4.625,8,0,100.0,0.0,1.83,1.33,,,
daily,2024-05-22,ASSISTANT,Senior Associate,Long-term User,36,17,13,56,1.5555555555555556,3.7222222222222223,22,0,61.11,0.0,3.29,2.12,,,
daily,2024-05-22,VAULT,Associate,Long-term User,31,26,14,599,19.322580645161292,3.838709677419355,24,21,77.42,67.74,23.04,1.19,,,
daily,2024-05-22,VAULT,Junior Associate,Long-term User,49,42,18,1145,23.367346938775512,4.1020408163265305,40,38,81.63,77.55,27.26,1.17,,,
daily,2024-05-22,VAULT,Partner,Long-term User,7,5,5,261,37.285714285714285,3.857142857142857,5,6,71.43,85.71,52.2,1.4,,,
daily,2024-05-22,VAULT,Senior Associate,Long-term User,38,15,9,856,22.526315789473685,4.052631578947368,31,31,81.58,81.58,57.07,2.53,,,
daily,2024-05-22,WORKFLOW,Associate,Long-term User,26,23,18,37,1.4230769230769231,3.923076923076923,19,0,73.08,0.0,1.61,1.13,,,
daily,2024-05-22,WORKFLOW,Junior Associate,Long-term User,44,35,19,84,1.9090909090909092,3.8636363636363638,33,1,75.0,2.27,2.4,1.26,,,
daily,2024-05-22,WORKFLOW,Partner,Long-term User,9,6,6,10,1.1111111111111112,4.0,6,0,66.67,0.0,1.67,1.5,,,
daily,2024-05-22,WORKFLOW,Senior Associate,Long-term User,29,17,10,40,1.3793103448275863,4.0,23,0,79.31,0.0,2.35,1.71,,,
daily,2024-05-23,ASSISTANT,Associate,Long-term User,36,28,17,70,1.9444444444444444,4.0,27,1,75.0,2.78,2.5,1.29,,,
daily,2024-05-23,ASSISTANT,Junior Associate,Long-term User,43,40,20,69,1.6046511627906976,3.953488372093023,33,1,76.74,2.33,1.72,1.08,,,
daily,2024-05-23,ASSISTANT,Partner,Long-term User,4,4,4,5,1.25,4.5,3,0,75.0,0.0,1.25,1.0,,,
daily,2024-05-23,ASSISTANT,Senior Associate,Long-term User,28,20,11,49,1.75,4.285714285714286,22,0,78.57,0.0,2.45,1.4,,,
daily,2024-05-23,VAULT,Associate,Long-term User,31,24,16,838,27.032258064516128,4.129032258064516,27,24,87.1,77.42,34.92,1.29,,,
daily,2024-05-23,VAULT,Junior Associate,Long-term User,54,47,19,1177,21.796296296296298,3.962962962962963,40,38,74.07,70.37,25.04,1.15,,,
daily,2024-05-23,VAULT,Partner,Long-term User,4,4,4,80,20.0,3.5,2,3,50.0,75.0,20.0,1.0,,,
daily,2024-05-23,VAULT,Senior Associate,Long-term User,20,13,6,511,25.55,4.0,14,18,70.0,90.0,39.31,1.54,,,
daily,2024-05-23,WORKFLOW,Associate,Long-term User,30,23,14,52,1.7333333333333334,3.933333333333333,22,1,73.33,3.33,2.26,1.3,,,
daily,2024-05-23,WORKFLOW,Junior Associate,Long-term User,27,26,19,74,2.740740740740741,4.0,21,2,77.78,7.41,2.85,1.04,,,
daily,2024-05-23,WORKFLOW,Partner,Long-term User,4,3,3,6,1.5,4.25,4,0,100.0,0.0,2.0,1.33,,,
daily,2024-05-23,WORKFLOW,Senior Associate,Long-term User,13,9,6,25,1.9230769230769231,4.3076923076923075,11,0,84.62,0.0,2.78,1.44,,,
daily,2024-05-24,ASSISTANT,Associate,Long-term User,24,20,12,31,1.2916666666666667,3.7916666666666665,19,0,79.17,0.0,1.55,1.2,,,
daily,2024-05-24,ASSISTANT,Junior Associate,Long-term User,51,41,21,62,1.2156862745098038,3.9019607843137254,38,0,74.51,0.0,1.51,1.24,,,
daily,2024-05-24,ASSISTANT,Partner,Long-term User,5,4,4,11,2.2,3.6,3,0,60.0,0.0,2.75,1.25,,,
daily,2024-05-24,ASSISTANT,Senior Associate,Long-term User,14,11,7,26,1.8571428571428572,4.142857142857143,13,0,92.86,0.0,2.36,1.27,,,
daily,2024-05-24,VAULT,Associate,Long-term User,16,13,9,425,26.5625,4.125,14,12,87.5,75.0,32.69,1.23,,,
daily,2024-05-24,VAULT,Junior Associate,Long-term User,33,28,17,795,24.09090909090909,4.03030303030303,26,25,78.79,75.76,28.39,1.18,,,
daily,2024-05-24,VAULT,Partner,Long-term User,6,4,4,165,27.5,4.666666666666667,6,6,100.0,100.0,41.25,1.5,,,
daily,2024-05-24,VAULT,Senior Associate,Long-term User,20,10,9,344,17.2,4.0,15,11,75.0,55.0,34.4,2.0,,,
daily,2024-05-24,WORKFLOW,Associate,Long-term User,17,14,8,22,1.2941176470588236,4.352941176470588,15,0,88.24,0.0,1.57,1.21,,,
daily,2024-05-24,WORKFLOW,Junior Associate,Long-term User,20,16,10,21,1.05,4.25,19,0,95.0,0.0,1.31,1.25,,,
daily,2024-05-24,WORKFLOW,Partner,Long-term User,4,4,4,4,1.0,4.5,4,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-24,WORKFLOW,Senior Associate,Long-term User,12,11,10,13,1.0833333333333333,3.8333333333333335,8,0,66.67,0.0,1.18,1.09,,,
daily,2024-05-25,ASSISTANT,Associate,Long-term User,6,4,3,42,7.0,3.8333333333333335,5,1,83.33,16.67,10.5,1.5,,,
daily,2024-05-25,ASSISTANT,Junior Associate,Long-term User,9,7,6,17,1.8888888888888888,3.7777777777777777,6,0,66.67,0.0,2.43,1.29,,,
daily,2024-05-25,ASSISTANT,Senior Associate,Long-term User,2,2,2,2,1.0,4.5,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-25,VAULT,Associate,Long-term User,7,6,6,219,31.285714285714285,3.5714285714285716,4,7,57.14,100.0,36.5,1.17,,,
daily,2024-05-25,VAULT,Junior Associate,Long-term User,4,4,4,65,16.25,3.5,2,3,50.0,75.0,16.25,1.0,,,
daily,2024-05-25,WORKFLOW,Associate,Long-term User,8,6,5,9,1.125,4.375,8,0,100.0,0.0,1.5,1.33,,,
daily,2024-05-25,WORKFLOW,Junior Associate,Long-term User,5,5,5,6,1.2,3.6,4,0,80.0,0.0,1.2,1.0,,,
daily,2024-05-26,ASSISTANT,Associate,Long-term User,13,5,4,15,1.1538461538461537,4.153846153846154,12,0,92.31,0.0,3.0,2.6,,,
daily,2024-05-26,ASSISTANT,Junior Associate,Long-term User,12,11,9,13,1.0833333333333333,4.0,10,0,83.33,0.0,1.18,1.09,,,
daily,2024-05-26,ASSISTANT,Partner,Long-term User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-26,ASSISTANT,Senior Associate,Long-term User,10,5,4,46,4.6,4.5,9,2,90.0,20.0,9.2,2.0,,,
daily,2024-05-26,VAULT,Associate,Long-term User,5,4,4,133,26.6,3.4,3,5,60.0,100.0,33.25,1.25,,,
daily,2024-05-26,VAULT,Junior Associate,Long-term User,6,5,4,156,26.0,3.0,2,5,33.33,83.33,31.2,1.2,,,
daily,2024-05-26,VAULT,Partner,Long-term User,3,2,2,65,21.666666666666668,4.666666666666667,3,2,100.0,66.67,32.5,1.5,,,
daily,2024-05-26,VAULT,Senior Associate,Long-term User,1,1,1,5,5.0,5.0,1,0,100.0,0.0,5.0,1.0,,,
daily,2024-05-26,WORKFLOW,Associate,Long-term User,5,5,4,5,1.0,4.4,5,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-26,WORKFLOW,Junior Associate,Long-term User,8,7,7,9,1.125,4.125,5,0,62.5,0.0,1.29,1.14,,,
daily,2024-05-26,WORKFLOW,Partner,Long-term User,4,2,2,17,4.25,4.25,4,1,100.0,25.0,8.5,2.0,,,
daily,2024-05-26,WORKFLOW,Senior Associate,Long-term User,4,2,2,5,1.25,4.25,3,0,75.0,0.0,2.5,2.0,,,
daily,2024-05-27,ASSISTANT,Associate,Long-term User,28,24,12,40,1.4285714285714286,4.142857142857143,22,0,78.57,0.0,1.67,1.17,,,
daily,2024-05-27,ASSISTANT,Junior Associate,Long-term User,49,36,19,118,2.4081632653061225,4.326530612244898,43,2,87.76,4.08,3.28,1.36,,,
daily,2024-05-27,ASSISTANT,Partner,Long-term User,2,2,2,2,1.0,4.5,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-27,ASSISTANT,Senior Associate,Long-term User,14,11,7,25,1.7857142857142858,4.214285714285714,13,0,92.86,0.0,2.27,1.27,,,
daily,2024-05-27,VAULT,Associate,Long-term User,23,15,10,553,24.043478260869566,4.217391304347826,21,18,91.3,78.26,36.87,1.53,,,
daily,2024-05-27,VAULT,Junior Associate,Long-term User,45,37,19,1187,26.377777777777776,4.066666666666666,37,34,82.22,75.56,32.08,1.22,,,
daily,2024-05-27,VAULT,Partner,Long-term User,1,1,1,14,14.0,4.0,1,1,100.0,100.0,14.0,1.0,,,
daily,2024-05-27,VAULT,Senior Associate,Long-term User,10,10,9,219,21.9,4.2,9,7,90.0,70.0,21.9,1.0,,,
daily,2024-05-27,WORKFLOW,Associate,Long-term User,20,19,13,38,1.9,4.35,17,1,85.0,5.0,2.0,1.05,,,
daily,2024-05-27,WORKFLOW,Junior Associate,Long-term User,30,24,11,43,1.4333333333333333,4.233333333333333,25,0,83.33,0.0,1.79,1.25,,,
daily,2024-05-27,WORKFLOW,Partner,Long-term User,2,2,1,2,1.0,4.0,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-27,WORKFLOW,Senior Associate,Long-term User,6,6,6,6,1.0,4.333333333333333,5,0,83.33,0.0,1.0,1.0,,,
daily,2024-05-28,ASSISTANT,Associate,Long-term User,37,27,17,70,1.8918918918918919,3.972972972972973,30,1,81.08,2.7,2.59,1.37,,,
daily,2024-05-28,ASSISTANT,Junior Associate,Long-term User,66,54,19,115,1.7424242424242424,3.9393939393939394,51,1,77.27,1.52,2.13,1.22,,,
daily,2024-05-28,ASSISTANT,Partner,Long-term User,14,8,7,14,1.0,3.857142857142857,11,0,78.57,0.0,1.75,1.75,,,
daily,2024-05-28,ASSISTANT,Senior Associate,Long-term User,34,26,13,50,1.4705882352941178,4.029411764705882,24,0,70.59,0.0,1.92,1.31,,,
daily,2024-05-28,VAULT,Associate,Long-term User,29,24,11,664,22.896551724137932,4.137931034482759,24,21,82.76,72.41,27.67,1.21,,,
daily,2024-05-28,VAULT,Junior Associate,Long-term User,36,31,15,941,26.13888888888889,4.25,32,29,88.89,80.56,30.35,1.16,,,
daily,2024-05-28,VAULT,Partner,Long-term User,2,2,2,77,38.5,3.5,1,2,50.0,100.0,38.5,1.0,,,
daily,2024-05-28,VAULT,Senior Associate,Long-term User,19,15,11,355,18.68421052631579,4.052631578947368,17,14,89.47,73.68,23.67,1.27,,,
daily,2024-05-28,WORKFLOW,Associate,Long-term User,24,21,11,46,1.9166666666666667,3.875,16,1,66.67,4.17,2.19,1.14,,,
daily,2024-05-28,WORKFLOW,Junior Associate,Long-term User,41,32,17,112,2.731707317073171,3.8536585365853657,29,4,70.73,9.76,3.5,1.28,,,
daily,2024-05-28,WORKFLOW,Senior Associate,Long-term User,14,13,10,28,2.0,3.7857142857142856,9,0,64.29,0.0,2.15,1.08,,,
daily,2024-05-29,ASSISTANT,Associate,Long-term User,42,29,14,76,1.8095238095238095,4.261904761904762,35,1,83.33,2.38,2.62,1.45,,,
daily,2024-05-29,ASSISTANT,Junior Associate,Long-term User,54,40,19,80,1.4814814814814814,4.166666666666667,47,1,87.04,1.85,2.0,1.35,,,
daily,2024-05-29,ASSISTANT,Partner,Long-term User,19,12,8,40,2.1052631578947367,4.157894736842105,15,0,78.95,0.0,3.33,1.58,,,
daily,2024-05-29,ASSISTANT,Senior Associate,Long-term User,33,20,12,40,1.2121212121212122,4.303030303030303,28,0,84.85,0.0,2.0,1.65,,,
daily,2024-05-29,VAULT,Associate,Long-term User,40,33,17,1165,29.125,4.075,30,32,75.0,80.0,35.3,1.21,,,
daily,2024-05-29,VAULT,Junior Associate,Long-term User,44,35,17,1047,23.795454545454547,4.045454545454546,34,37,77.27,84.09,29.91,1.26,,,
daily,2024-05-29,VAULT,Partner,Long-term User,11,8,6,288,26.181818181818183,3.727272727272727,9,10,81.82,90.91,36.0,1.38,,,
daily,2024-05-29,VAULT,Senior Associate,Long-term User,13,8,7,225,17.307692307692307,4.0,11,8,84.62,61.54,28.12,1.62,,,
daily,2024-05-29,WORKFLOW,Associate,Long-term User,24,21,12,45,1.875,4.416666666666667,20,1,83.33,4.17,2.14,1.14,,,
daily,2024-05-29,WORKFLOW,Junior Associate,Long-term User,30,26,14,82,2.7333333333333334,4.233333333333333,26,1,86.67,3.33,3.15,1.15,,,
daily,2024-05-29,WORKFLOW,Partner,Long-term User,8,8,7,8,1.0,4.25,7,0,87.5,0.0,1.0,1.0,,,
daily,2024-05-29,WORKFLOW,Senior Associate,Long-term User,15,11,10,20,1.3333333333333333,4.6,13,0,86.67,0.0,1.82,1.36,,,
daily,2024-05-30,ASSISTANT,Associate,Long-term User,47,32,17,68,1.446808510638298,4.085106382978723,36,1,76.6,2.13,2.12,1.47,,,
daily,2024-05-30,ASSISTANT,Junior Associate,Long-term User,57,47,20,70,1.2280701754385965,4.0,43,0,75.44,0.0,1.49,1.21,,,
